fid,Hg_con_PPB,Species,Location type,Forest type,Location type_1,time_bnds_1,Land cover/use,SoilQualityData; Nutrient availability,SoilQualityData; Excess salts,SoilQualityData; Workability,SoilQualityData; Toxicity,SoilQualityData; Rooting contitions,SoilQualityData; Oxygen availability to roots,SoilQualityData; Nutrient retention capacity,SoilLandCoverData; barren/very sparsely vegetated land,SoilLandCoverData; grass/scrub/woodland,"SoilLandCoverData; forest land, calibrated to FRA2000 land statistics",SoilLandCoverData; rain-fed cultivated land,"SoilLandCoverData; irrigated cultivated land, according to GMIA 4.0",SoilLandCoverData; total cultivated land,SoilLandCoverData; mapped water bodies,SoilLandCoverData; built-up land (residential and infrastructure),10m_Elevation
1757,125,Ceriops tagal,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1758,175,Ceriops tagal,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1759,192,Ceriops tagal,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1760,155,Lumnitzera racemosa,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1761,160,Lumnitzera racemosa,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1762,210,Lumnitzera racemosa,gold and nickel mining,evergreen,Remote,,8,2,1,1,1,1,1,2,0,5.139646053,26.50115395,0,0,0,68,0.359199971,11
1763,30,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1764,57,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1765,12,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1766,16,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1767,7,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1768,17,Enhalus acoroides ,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1769,61,Thalassia hemprichii,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1770,30,Thalassia hemprichii,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1771,87,Thalassia hemprichii,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1772,18,Thalassia hemprichii,remote,grass,/,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1773,200,Avena sterilis,Geothermal power plants,Wetland-salt marsh,Geothermal power plants,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1774,440,Pinus niqra,CHLOR-ALKALI COMPLEX,coniferous,CHLOR-ALKALI COMPLEX,,16,1,1,2,1,2,2,1,4.702299118,11.1915226,4.091751099,38.5421257,4.92150116,43.46362686,23,13.55080032,102
1775,190,Poa sp.,CHLOR-ALKALI COMPLEX,grass,CHLOR-ALKALI COMPLEX,,16,1,1,2,1,2,2,1,4.702299118,11.1915226,4.091751099,38.5421257,4.92150116,43.46362686,23,13.55080032,102
1776,90,Poa sp.,CHLOR-ALKALI COMPLEX,grass,CHLOR-ALKALI COMPLEX,,16,1,1,2,1,2,2,1,4.702299118,11.1915226,4.091751099,38.5421257,4.92150116,43.46362686,23,13.55080032,102
1777,60,Solidaqo sp.,CHLOR-ALKALI COMPLEX,grass,CHLOR-ALKALI COMPLEX,,16,1,1,2,1,2,2,1,4.702299118,11.1915226,4.091751099,38.5421257,4.92150116,43.46362686,23,13.55080032,102
1778,200,Solidaqo sp.,CHLOR-ALKALI COMPLEX,grass,CHLOR-ALKALI COMPLEX,,16,1,1,2,1,2,2,1,4.702299118,11.1915226,4.091751099,38.5421257,4.92150116,43.46362686,23,13.55080032,102
1779,43,Pinus laricio,volcanic area,coniferous,volcanic area,,19,1,1,3,1,3,1,1,44.90890121,15.46665192,32.98791504,6.406232834,0,6.406232834,0,0.230299994,1409
1780,87,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1781,80,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1782,95,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1783,169,Parmelia pastillifera ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1784,188,Parmelia acetabulum   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1785,178,Parmelia saxatilis   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1786,51,Pinus laricio,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1787,69,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1788,165,Parmelia pastillifera ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1789,155,Parmelia acetabulum   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1790,184,Parmelia saxatilis   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1791,18,Pinus laricio,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1792,117,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1793,20,Pinus laricio,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1794,96,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1795,213,Parmelia pastillifera ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1796,149,Parmelia acetabulum   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1797,214,Parmelia saxatilis   ,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1798,22,Pinus laricio,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1799,97,Genista aetnensis,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1800,175,Ramalina farin?cea,volcanic area,coniferous,volcanic area,,19,2,1,3,1,3,1,1,50.86470032,17.4082737,26.91013718,4.429419994,0.02116891,4.450588703,0,0.366300017,1206
1801,1500,"Parmelia sulcata Tayl.,",ABANDONED MINING AREA,Lichen,ABANDONED MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1802,65,Castanea sativa (sweet chestnut),volcanic,Decidous,volcanic,,19,1,1,3,1,3,1,1,44.90890121,15.46665192,32.98791504,6.406232834,0,6.406232834,0,0.230299994,1409
1803,48,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1804,45,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1805,7722,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1806,35,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1807,40,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1808,700,"Limonium narbonense, Sarcocornia fruticosa and Atriplex portulacoides",remote,Wetland-salt marsh,remote,,20,0,0,0,0,0,0,0,0,0,0,0,1.581243992,1.581243992,0,0,1
1809,44,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1810,46,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1811,58,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1812,83,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1813,115,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1814,302,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1815,839,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1816,9,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,6,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1817,8,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,6,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1818,8,rosemary (Rosmarinus officinalis L.),mining,grass,MINING AREA,,6,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1819,8100,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1820,1410,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1821,490,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1822,180,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1823,60,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1824,70,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1825,1810,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1826,1040,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1827,220,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1828,130,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1829,30,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1830,50,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1831,910,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1832,970,Pinus nigra,mining,coniferous,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1833,350,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1834,80,Pinus nigra,mining,coniferous,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1835,20,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1836,30,Pinus nigra,mining,coniferous,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1837,9800,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1838,870,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1839,60,Cytisus scoparius,mining,grass,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1840,90,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1841,60,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1842,1160,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1843,310,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1844,30,Cytisus scoparius,mining,grass,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1845,100,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1846,40,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1847,470,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1848,220,Cytisus scoparius,mining,grass,MINING AREA,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1849,40,Cytisus scoparius,mining,grass,MINING AREA,,12,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1850,60,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1851,20,Cytisus scoparius,mining,grass,MINING AREA,,2,2,1,2,1,3,1,2,0,8.868831635,84.23025513,4.516017437,0.03409531,4.550112724,0,2.350800037,701
1852,1500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1853,1400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1854,1200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1855,1100,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1856,1500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1857,2300,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1858,1700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1859,1400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1860,200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1861,200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1862,300,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1863,200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1864,100,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1865,100,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1866,200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1867,100,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1868,1200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1869,2700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1870,2900,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1871,1700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1872,1500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1873,1600,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1874,1800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1875,1500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1876,11900,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1877,13600,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1878,15200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1879,14400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1880,12800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1881,20000,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1882,11400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1883,18600,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1884,12100,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1885,11400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1886,8800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1887,8500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1888,12900,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1889,13200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1890,9900,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1891,11700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1892,1600,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1893,1300,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1894,1800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1895,1700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1896,1000,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1897,700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1898,1200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1899,500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1900,500,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1901,1800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1902,900,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1903,2200,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1904,700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1905,800,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1906,700,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
1907,1400,Black pine (Pinus nigra),Hg mining,coniferous,/,,2,3,1,2,1,2,1,2,0,4.780333996,93.59077454,0.45203349,0.009957917,0.4619914,0,1.166900039,701
