"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Change Request","Priority","Severity","Type"
559159,"Firefox","Sync","nobody","NEW"," ---","Pass in parentId if we have it to avoid extra db lookups"," ---","P5","normal","defect"
563911,"Firefox","Keyboard Navigation","nobody","NEW"," ---","Extraneous tabstop when navigating from the tab bar to the Add-ons Manager and Preferences categories list"," ---","P5","normal","defect"
565740,"Firefox","General","nobody","NEW"," ---","Clear the chrome search field input when navigated away from the results page, and make it tab-specific"," ---","P5","normal","defect"
569245,"Firefox","Private Browsing","nobody","NEW"," ---","Servers should be able to suggest private browsing"," ---","P5","normal","enhancement"
578136,"Firefox","Sync","nobody","NEW"," ---","Show warning notification when FIPS mode is active"," ---","P5","minor","defect"
578694,"Firefox","Sync","nobody","NEW"," ---","Clearing history should wipe server and remote clients (desktop)"," ---","P5","normal","defect"
579627,"Firefox","Bookmarks & History","nobody","NEW"," ---","(Option to) always sort by name"," ---","P5","normal","enhancement"
582669,"Firefox","Tabbed Browser","nobody","NEW"," ---","Make separate keyboard access shortcuts for pinned tabs and regular tabs"," ---","P5","normal","enhancement"
583935,"Firefox","Sync","nobody","NEW"," ---","Sync list of client certificates"," ---","P5","normal","enhancement"
590945,"Firefox","Theme","nobody","NEW"," ---","Implement the rest of the window frame in xul (titlebar is done)"," ---","P5","normal","defect"
596954,"Firefox","Tabbed Browser","nobody","NEW"," ---","[meta] Tabs and Tab bar animation issues and enhancements"," ---","P5","normal","defect"
599611,"Firefox","Installer","nobody","NEW"," ---","Enable Structured Exception Handling Overwrite Protection (SEHOP) for firefox.exe"," ---","P5","normal","enhancement"
604374,"Firefox","Bookmarks & History","nobody","NEW"," ---","Bookmarking long URLs (/javascript) are truncated without warning"," ---","P5","normal","enhancement"
606123,"Firefox","Preferences","nobody","NEW"," ---","disabled offline cache causes chrome JS error in console on opening the options->advanced tab"," ---","P5","minor","defect"
626877,"Firefox","Menus","nobody","NEW"," ---","Move ""View Bookmarks Toolbar"" to the Bookmarks Toolbar sub-menu"," ---","P5","normal","enhancement"
628260,"Firefox","Theme","nobody","NEW"," ---","Custom application window buttons overlap items (i.e tabs) in title bar"," ---","P5","normal","defect"
629345,"Firefox","Installer","nobody","NEW"," ---","The installer should remember the shortcuts when upgrading using an advanced install"," ---","P5","normal","enhancement"
629624,"Firefox","Address Bar","nobody","NEW"," ---","Function key F4 doesn't expand the addresses when document is active"," ---","P5","normal","enhancement"
629907,"Firefox","Tabbed Browser","nobody","NEW"," ---","Floating status looks ugly when overlapping the horizontal scrollbar"," ---","P5","S4","defect"
630495,"Firefox","General","nobody","NEW"," ---","Show a message to submit the form when the form is invalid because of hidden form controls"," ---","P5","normal","defect"
630961,"Firefox","Bookmarks & History","nobody","NEW"," ---","Unable to drop bookmarks onto folder in right panel if a column is sorted"," ---","P5","normal","defect"
636729,"Firefox","Theme","nobody","NEW"," ---","Status panel is hard to see when the page has lots of text"," ---","P5","S4","enhancement"
647218,"Firefox","Bookmarks & History","nobody","NEW"," ---","Double clicking in an empty area in the Bookmarks Library loads the selected bookmark"," ---","P5","normal","defect"
649448,"Firefox","Tabbed Browser","nobody","NEW"," ---","Show URL in popup/status bar when an inactive tab is hovered"," ---","P5","S3","enhancement"
655178,"Firefox","Session Restore","nobody","NEW"," ---","SECURITY:FormsAuthenticationCookie is not being cleaned up for apptabs upon closing browser."," ---","P5","critical","defect"
655445,"Firefox","Tabbed Browser","nobody","NEW"," ---","Add setting to control position of tabs opened from pinned tabs"," ---","P5","normal","enhancement"
660452,"Firefox","Menus","nobody","NEW"," ---","Firefox's context menus do not include a macOS services submenu"," ---","P5","normal","enhancement"
664314,"Firefox","Session Restore","nobody","NEW"," ---","Display a session restore notification bar if the user has customized their home page"," ---","P5","S4","defect"
680123,"Firefox","Installer","nobody","NEW"," ---","Add Stand-alone installation (USB/portable) option to the installer"," ---","P5","normal","enhancement"
680195,"Firefox","Bookmarks & History","nobody","NEW"," ---","query folders dragged from bookmarks toolbar overflow to visible toolbar get borked"," ---","P5","normal","defect"
685550,"Firefox","Tabbed Browser","nobody","NEW"," ---","""Firefox prevented this page from automatically redirecting to another page"" info bar should contain original and target URL or site"," ---","P5","normal","defect"
688678,"Firefox","Theme","nobody","NEW"," ---","[10.7] unfocused Firefox window needs dimmed text in tab titles and addressbar"," ---","P5","S4","enhancement"
690191,"Firefox","Address Bar","nobody","NEW"," ---","Switch to Tab should indicate URL"," ---","P5","normal","enhancement"
697482,"Firefox","Sync","nobody","NEW"," ---","Forms engine: don't upload stupidly large records"," ---","P5","normal","defect"
702710,"Firefox","Sync","nobody","NEW"," ---","Repeated Sync failure (413 status) due to single large bookmark"," ---","P5","normal","defect"
709738,"Firefox","Installer","nobody","NEW"," ---","helper.exe should not drop system.dll in %TEMP% due to AppLocker not allowing the loading of DLL's from %TEMP%"," ---","P5","normal","defect"
716603,"Firefox","General","nobody","NEW"," ---","Write test to ensure that browser sanitization process completes successfully in default profile"," ---","P5","normal","defect"
717941,"Firefox","Installer","nobody","NEW"," ---","Uninstalling one version of firefox installed several times"," ---","P5","normal","defect"
732078,"Firefox","Installer","nobody","NEW"," ---","Look at whether we can avoid refreshing the icon cache every time we update"," ---","P5","normal","enhancement"
745541,"Firefox","Bookmarks & History","nobody","NEW"," ---","Clicking a bookmark from the bookmarks toolbar WHILE opening a new tab will change to the bookmarked site without being able to return to the originally targeted site ('Go back one page' button is greyed out)."," ---","P5","minor","defect"
748910,"Firefox","Installer","nobody","NEW"," ---","Setting Firefox as the default browser in the installer breaks migration check for the default browser"," ---","P5","normal","defect"
765619,"Firefox","Search","nobody","NEW"," ---","Add a preference to open the tab with search bar results in the background"," ---","P5","S4","enhancement"
768277,"Firefox","Security","nobody","NEW"," ---","When clicking Add Exception, the ""Permanently store this exception"" option check in the checkbox is delayed"," ---","P5","normal","defect"
769798,"Firefox","Private Browsing","nobody","NEW"," ---","Determine how to handle private browsing when the Windows 8 ""family mode"" is turned on"," ---","P5","normal","enhancement"
775683,"Firefox","PDF Viewer","nobody","NEW"," ---","Return ""application/pdf"" as document.contentType when a PDF is displayed with PDF.js"," ---","P5"," --","enhancement"
779960,"Firefox","Tabbed Browser","nobody","NEW"," ---","Don't wait for the mouse pointer to rest before revealing the statuspanel when hovering a link"," ---","P5","S4","enhancement"
790030,"Firefox","Search","nobody","NEW"," ---","Redirect about:home searches for ""facebook.com"" (etc) to facebook.com website, not Google search"," ---","P5","N/A","enhancement"
792662,"Firefox","Installer","nobody","NEW"," ---","Remove unneeded keys from HKCU StartMenuInternet for Windows 8 handling"," ---","P5","normal","task"
798866,"Firefox","Installer","nobody","NEW"," ---","Stub Installer: checkboxes do not use themed controls"," ---","P5","trivial","defect"
800195,"Firefox","Private Browsing","nobody","NEW"," ---","Remove nsIPrivacyTransitionObserver"," ---","P5","normal","defect"
801235,"Firefox","Installer","nobody","NEW"," ---","installer will try to install in the same customized location as previous admin and it will not launch after install"," ---","P5","normal","defect"
811089,"Firefox","Bookmarks & History","nobody","NEW"," ---","Remove workarounds for bug 803255 once it's fixed"," ---","P5","normal","task"
815809,"Firefox","Installer","nobody","NEW"," ---","Fetch the most recent blocklist file as part of the install process"," ---","P5","normal","enhancement"
830725,"Firefox","Private Browsing","nobody","NEW"," ---","The Add-ons Manager and the Downloads View can be opened in several tabs"," ---","P5","normal","defect"
837841,"Firefox","Bookmarks & History","nobody","NEW"," ---","Provide search functionality over bookmarks and their folders (from the bookmarks menu)"," ---","P5","normal","enhancement"
844350,"Firefox","PDF Viewer","nobody","NEW"," ---","Support ""navpanes"" and ""toolbar"" pdf parameters for opening"," ---","P5"," --","enhancement"
844378,"Firefox","Bookmarks & History","nobody","NEW"," ---","[Mac] Missing icons of Bookmarks Menu and Submenu when no windows opened (or library window is selected)"," ---","P5","trivial","defect"
857402,"Firefox","Preferences","nobody","NEW"," ---","Privacy: Pref ""privacy.clearOnShutdown.downloads"" to be handled"," ---","P5","normal","defect"
861957,"Firefox","Page Info Window","nobody","NEW"," ---","Page Info does not refresh informations"," ---","P5","normal","enhancement"
866628,"Firefox","PDF Viewer","nobody","NEW"," ---","Create a browser chrome test that checks if embedded pdfs are loaded correctly"," ---","P5"," --","task"
868664,"Firefox","Bookmarks & History","nobody","NEW"," ---","make bookmarks toolbar the bookmark menu to simplify things like chrome"," ---","P5","normal","enhancement"
871085,"Firefox","Installer","nobody","NEW"," ---","Uninstallation leaves registry entries behind"," ---","P5","normal","defect"
879155,"Firefox","Search","nobody","NEW"," ---","Show UI to add a search engine on websites the user repeatedly searches on"," ---","P5","N/A","enhancement"
892494,"Firefox","General","nobody","NEW"," ---","Remove getpersonas.com from the xpinstall whitelist in existing profiles"," ---","P5","normal","defect"
896876,"Firefox","Site Permissions","nobody","NEW"," ---","getUserMedia should default to last selected camera"," ---","P5","S4","defect"
903016,"Firefox","General","nobody","NEW"," ---","Reimplement contentAreaClick so it can be used in content and chrome"," ---","P5","normal","enhancement"
905531,"Firefox","Bookmarks & History","nobody","NEW"," ---","'Illegal value' when calling method: [nsISessionStore::getClosedTabCount] when clicking History menu"," ---","P5","trivial","defect"
909156,"Firefox","Bookmarks & History","nobody","NEW"," ---","bookmarks menu has too many separators"," ---","P5","normal","enhancement"
913356,"Firefox","Bookmarks & History","nobody","NEW"," ---","Middle & right click in the bookmarks menu gives same result as left click"," ---","P5","normal","enhancement"
921175,"Firefox","Bookmarks & History","nobody","NEW"," ---","Empty Show More Bookmarks Arrow on Toolbar cutting off Bookmarks"," ---","P5","minor","defect"
936265,"Firefox","Tours","nobody","NEW"," ---","UITour: Allow info panel to be optionally animated when it opens"," ---","P5","normal","defect"
941366,"Firefox","Tours","nobody","NEW"," ---","UITour: Find a way to make showMenu and hideMenu not block on the menu state change"," ---","P5","minor","defect"
942960,"Firefox","General","nobody","NEW"," ---","Fullscreen mode shows tabs and navigation toolbar at the top of screen"," ---","P5","normal","defect"
943182,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Consider syncing CustomizableUI state (toolbar customization) between devices"," ---","P5","normal","enhancement"
945247,"Firefox","PDF Viewer","nobody","NEW"," ---","Add an ""Add to iBooks"" button to PDF viewer on Mac"," ---","P5"," --","enhancement"
948380,"Firefox","Bookmarks & History","nobody","NEW"," ---","favicon doesn't show up when a version is given in the url"," ---","P5","normal","defect"
952833,"Firefox","Downloads Panel","nobody","NEW"," ---","Cancel and retry [Web page, complete] Download causes [Web page, HTML only] Download"," ---","P5","normal","defect"
956289,"Firefox","Session Restore","nobody","NEW"," ---","contents of search box not preserved upon restart"," ---","P5","normal","enhancement"
959035,"Firefox","Sync","nobody","NEW"," ---","Don't send X-Confirm-Delete header to sync1.5 storage servers"," ---","P5","normal","defect"
959626,"Firefox","Sync","nobody","NEW"," ---","Update /browser/base/content/test/general/accounts_testRemoteCommands.html tests"," ---","P5","normal","defect"
960580,"Firefox","PDF Viewer","nobody","NEW"," ---","Hyperlinked PNGs with transparency in PDFs have a yellow scan line that follows the cursor when hovering over it"," ---","P5","S4","defect"
966517,"Firefox","Firefox Accounts","nobody","NEW"," ---","Move email verification polling code into separate module"," ---","P5","normal","defect"
969221,"Firefox","Tours","nobody","NEW"," ---","UITour may not correctly record telemetry if multiple pages are open with the same pageID and one is closed"," ---","P5","normal","defect"
969374,"Firefox","Tours","nobody","NEW"," ---","UITour: minimizing and maximizing the window shows the web page content and the menu panel at different times."," ---","P5","normal","defect"
978184,"Firefox","Sync","nobody","NEW"," ---","Error decrypting record: No ciphertext: nothing to decrypt?"," ---","P5","normal","defect"
978835,"Firefox","Theme","nobody","NEW"," ---","Window controls overlap menu and/or tab controls when tabsintitlebar is used in small windows"," ---","P5","normal","defect"
980244,"Firefox","Search","nobody","NEW"," ---","Clearing search bar form history doesn't provide any visible feedback"," ---","P5","S4","defect"
980492,"Firefox","Bookmarks & History","nobody","NEW"," ---","In bookmarks menu, no items can be dragged between 2 separators with nothing between them"," ---","P5","normal","defect"
983750,"Firefox","Bookmarks & History","nobody","NEW"," ---","(Half-)Automatic updating of bookmark properties if website changes url"," ---","P5","normal","enhancement"
987115,"Firefox","General","nobody","NEW"," ---","browser_fullscreen-window-open.js suspected of causing intermittent notification test failures on Mac opt"," ---","P5","normal","defect"
989649,"Firefox","Bookmarks & History","nobody","NEW"," ---","remember sort order in history window"," ---","P5","normal","enhancement"
998441,"Firefox","Address Bar","nobody","NEW"," ---","Drag and drop not working within location bar (aka ""awesome bar"" or ""address bar"")"," ---","P5","normal","enhancement"
1007188,"Firefox","Bookmarks & History","nobody","NEW"," ---","[Linux] History  panel is not completely displayed after successive clicking on the history button."," ---","P5","normal","defect"
1007251,"Firefox","File Handling","nobody","NEW"," ---","Save Page As... > Web Page, complete does not save .htm / .html file on some sites"," ---","P5","normal","defect"
1012805,"Firefox","PDF Viewer","nobody","NEW"," ---","Images in pdf.js have no useful context menu"," ---","P5"," --","enhancement"
1012834,"Firefox","Bookmarks & History","nobody","NEW"," ---","No way to sort bookmarks listed under tags"," ---","P5","normal","enhancement"
1022572,"Firefox","Theme","nobody","NEW"," ---","Hovering over button in window title lacks contrast when using High Contrast mode"," ---","P5","normal","defect"
1027455,"Firefox","Bookmarks & History","nobody","NEW"," ---","Bookmark folder contents won't show up if their title is too long when looking in bookmark menus"," ---","P5","normal","defect"
1031941,"Firefox","Address Bar","nobody","NEW"," ---","Bookmarklet javascript stays in awesome bar when activated with keyword"," ---","P5","normal","defect"
1038582,"Firefox","PDF Viewer","nobody","NEW"," ---","put all of pdfjs controls on top if enough room remains"," ---","P5"," --","enhancement"
1041757,"Firefox","Address Bar","nobody","NEW"," ---","Make Awesome Bar items draggable"," ---","P5","S4","enhancement"
1046943,"Firefox","Search","nobody","NEW"," ---","SearchSuggestionController should move remote results that are also in form history to the local results"," ---","P5","N/A","enhancement"
1053664,"Firefox","Bookmarks & History","nobody","NEW"," ---","Bookmarks Menu collapses when collapsing a bookmark folder"," ---","P5","normal","defect"
1055822,"Firefox","Installer","nobody","NEW"," ---","add/update shortcut if QuickLaunch is present"," ---","P5","normal","defect"
1058070,"Firefox","Firefox Accounts","nobody","NEW"," ---","FxAccountsOAuthClient should call onComplete if the web flow tab closes"," ---","P5","normal","defect"
1058947,"Firefox","General","nobody","NEW"," ---","disable CSS3 animations/transitions when low memory"," ---","P5","normal","enhancement"
1062242,"Firefox","PDF Viewer","nobody","NEW"," ---","Restore/activate the browser the pdf loads into when opening a pdf"," ---","P5"," --","enhancement"
1063163,"Firefox","Sync","nobody","NEW"," ---","The hawkclient error object is handled inconsistently"," ---","P5","normal","defect"
1065985,"Firefox","Site Permissions","nobody","NEW"," ---","highlight the window/screen/application that the user is hovering in the list of the WebRTC sharing doorhanger"," ---","P5","N/A","enhancement"
1066002,"Firefox","Search","nobody","NEW"," ---","Out-of-the box, Firefox search should offer addons.mozilla.org search"," ---","P5","N/A","enhancement"
1066787,"Firefox","Search","nobody","NEW"," ---","Investigate converting about:home/about:newtab search suggestions to use the usual search autocomplete back-end"," ---","P5","N/A","task"
1069933,"Firefox","Bookmarks & History","nobody","NEW"," ---","new bookmark loading tab does not grab URL"," ---","P5","normal","defect"
1082078,"Firefox","Search","nobody","NEW"," ---","Add MDN (and additional?) search engines for the Developer Edition (formerly Aurora)"," ---","P5","N/A","enhancement"
1085039,"Firefox","Bookmarks & History","nobody","NEW"," ---","[UX] Design Spike: Incorporating a global history into Firefox"," ---","P5","normal","enhancement"
1094357,"Firefox","Theme","nobody","NEW"," ---","Dark favicons hard to read on Themes with a dark tabstrip background (like the default theme, or dark lightweight themes)"," ---","P5","S3","defect"
1096543,"Firefox","Private Browsing","nobody","NEW"," ---","Displaying private windows names in the task bar can cause privacy leaks"," ---","P5","normal","defect"
1102415,"Firefox","General","nobody","NEW"," ---","Firefox should help users attempting to visit .onion URLs without Tor"," ---","P5","normal","defect"
1104141,"Firefox","Address Bar","nobody","NEW"," ---","Deleting ""Visit XYZ"" doesn't delete the History-entry"," ---","P5","normal","defect"
1104738,"Firefox","Search","nobody","NEW"," ---","The search bar blocks the overflow toolbar panel's dismissal if a search is performed via the arrow"," ---","P5","S4","defect"
1106064,"Firefox","Search","nobody","NEW"," ---","[UX] Figure out a way to use search suggestions with one-click buttons"," ---","P5","N/A","enhancement"
1106072,"Firefox","Sync","nobody","NEW"," ---","”1417179885651 Sync.BrowserIDManager ERROR Could not authenticate: no user is logged in Log.jsm:760” when a Firefox Account is disconnected"," ---","P5","normal","defect"
1106196,"Firefox","Bookmarks & History","nobody","NEW"," ---","Selected menu item loses highlight"," ---","P5","normal","defect"
1106206,"Firefox","Bookmarks & History","nobody","NEW"," ---","when i search history, i want to see the websites around it"," ---","P5","normal","enhancement"
1106419,"Firefox","Bookmarks & History","nobody","NEW"," ---","Addresses that resolve to a 301 should have their address updated to reflect new location"," ---","P5","normal","defect"
1106742,"Firefox","Bookmarks & History","nobody","NEW"," ---","We want a better bookmark manager!"," ---","P5","normal","enhancement"
1107903,"Firefox","Bookmarks & History","nobody","NEW"," ---","Entry ""Open All in Tabs"" doesn't appear immediately once a folder gets 2 entries by dragging an item into it (requires closing and reopening the subfolder)"," ---","P5","normal","defect"
1108898,"Firefox","Installer","nobody","NEW"," ---","Provide ability to download latest stub installer from an old stub installer"," ---","P5","normal","enhancement"
1109342,"Firefox","Installer","nobody","NEW"," ---","Add optional version param check for full installer download url"," ---","P5","normal","enhancement"
1109839,"Firefox","Search","nobody","NEW"," ---","Let the search engine selection work per tab"," ---","P5","N/A","enhancement"
1110770,"Firefox","Bookmarks & History","nobody","NEW"," ---","Visit Count functionality is broken"," ---","P5","normal","defect"
1112634,"Firefox","Bookmarks & History","nobody","NEW"," ---","URLs are percent-encoded and therefore do not match bookmarked URLs. Pages are also bookmarked with percent-encoded URLs."," ---","P5","normal","defect"
1114030,"Firefox","Address Bar","nobody","NEW"," ---","Current page isn't highlighted in AwesomeBar"," ---","P5","S4","enhancement"
1119644,"Firefox","Installer","nobody","NEW"," ---","When Firefox associates itself with PDF files, it displays the wrong file type"," ---","P5","minor","defect"
1120314,"Firefox","Bookmarks & History","nobody","NEW"," ---","Consider re-enabling title-editing for folder shortcuts"," ---","P5","normal","defect"
1120642,"Firefox","Search","nobody","NEW"," ---","Add tests for the opensearch discovery support in the new search bar"," ---","P5","N/A","task"
1124369,"Firefox","Sync","nobody","NEW"," ---","Firefox Sync mixes up sort order of bookmarks in Unsorted Bookmarks folder"," ---","P5","normal","defect"
1124678,"Firefox","Search","nobody","NEW"," ---","Changing default search-engine with Ctrl+mousewheel closes and reopens search-panel"," ---","P5","S4","defect"
1124747,"Firefox","Search","nobody","NEW"," ---","closing the search panel with (shift+)<tab> doesn't revert the searchbox's text field value to what the user typed"," ---","P5","S4","defect"
1126804,"Firefox","Search","nobody","NEW"," ---","The search panel appears above the bookmarks panel"," ---","P5","S3","defect"
1131428,"Firefox","Shell Integration","nobody","NEW"," ---","WindowsPreviewPerTab.jsm's _imageFromURI doesn't always call its callback"," ---","P5","normal","defect"
1131636,"Firefox","Search","nobody","NEW"," ---","When user adds a search provider with the same domain and icon as one in their list, group them together in the providers panel"," ---","P5","normal","enhancement"
1132182,"Firefox","Bookmarks & History","nobody","NEW"," ---","History sidebar: show visit date in tooltip"," ---","P5","normal","enhancement"
1136131,"Firefox","Search","nobody","NEW"," ---","Provide access to all search providers in context menu selection"," ---","P5","N/A","enhancement"
1138434,"Firefox","Search","nobody","NEW"," ---","Search bar is ignoring language listed in opensearch definition"," ---","P5","N/A","enhancement"
1140621,"Firefox","Private Browsing","nobody","NEW"," ---","PrivateBrowsingUtils.isWindowPrivate deprecation warning should only be shown once per caller"," ---","P5","normal","defect"
1147932,"Firefox","Downloads Panel","nobody","NEW"," ---","Downloaded file size treats MB as 2^20 (MiB) and doesn't match Mac OS X's decimal megabytes"," ---","P5","normal","defect"
1148838,"Firefox","Bookmarks & History","nobody","NEW"," ---","Make bookmark UI work with full-page plugins"," ---","P5","normal","defect"
1148979,"Firefox","New Tab Page","nobody","NEW"," ---","Move NewTabUtils into browser/, out of toolkit/"," ---","P5","normal","defect"
1149093,"Firefox","Preferences","nobody","NEW"," ---","Search preferences: add an explanation for ""advanced features"""," ---","P5","normal","defect"
1153793,"Firefox","Address Bar","nobody","NEW"," ---","Website shortcuts on desktop use 16px icons"," ---","P5","normal","defect"
1153887,"Firefox","Bookmarks & History","nobody","NEW"," ---","Firefox does not warn when importing bookmark file that has bookmarklets"," ---","P5","normal","defect"
1156755,"Firefox","Bookmarks & History","nobody","NEW"," ---","Opening the context menu for a bookmark folder while another has still its submenu open does close the context menu"," ---","P5","normal","defect"
1160401,"Firefox","Pocket","nobody","NEW"," ---","Tag text is selectable in Pocket door hanger"," ---","P5","normal","defect"
1161048,"Firefox","Bookmarks & History","nobody","NEW"," ---","Bookmarks with about:reader locations are not shown at all in the ""Most Visited"" smart folder"," ---","P5","normal","defect"
1161266,"Firefox","Preferences","nobody","NEW"," ---","No user warning when autoconfig is active and preferences may have been hijacked"," ---","P5","minor","defect"
1161419,"Firefox","Bookmarks & History","nobody","NEW"," ---","Submenu gets borked after all bookmarks in it are deleted"," ---","P5","minor","defect"
1161432,"Firefox","Bookmarks & History","nobody","NEW"," ---","Context menu entry ""Sort By Name"" should be greyed out on folders with less than 2 bookmarks"," ---","P5","minor","defect"
1161518,"Firefox","Pocket","nobody","NEW"," ---","The user is able to drag and drop the links from the Pocket panel"," ---","P5","normal","defect"
1162660,"Firefox","Pocket","nobody","NEW"," ---","Pocket Save Panel should use the system font"," ---","P5","normal","defect"
1163240,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Add an API to open the view of a View Widget regardless of area placed"," ---","P5","normal","enhancement"
1163630,"Firefox","Private Browsing","nobody","NEW"," ---","Remove “clear all current history” link from Options/Preferences when in Private Browsing mode"," ---","P5","normal","defect"
1164929,"Firefox","Pocket","nobody","NEW"," ---","Flickering/transparency on hover of buttons in Pocket Logged Out panel"," ---","P5","normal","defect"
1165663,"Firefox","Preferences","nobody","NEW"," ---","In-content Preferences screen should be easier to use with small window sizes"," ---","P5","normal","defect"
1165809,"Firefox","Sync","nobody","NEW"," ---","Sync fails noisily when offline"," ---","P5","normal","defect"
1169283,"Firefox","Tours","nobody","NEW"," ---","[Linux] Menu button displays an orange background while the Pocket button is opened from inside of it"," ---","P5","normal","defect"
1172306,"Firefox","Bookmarks & History","nobody","NEW"," ---","Right Click -> 'Bookmark All Tabs' shouldn't bookmark about:newtab pages"," ---","P5","normal","defect"
1172432,"Firefox","New Tab Page","nobody","NEW"," ---","Intermittent e10s browser_content_url_annotation.js | uncaught exception - NS_ERROR_FAILURE: Component returned failure code: 0x80004005 (NS_ERROR_FAILURE) [nsIMessageSender.sendAsyncMessage] at resource://gre/modules/PageThumbs.jsm:242"," ---","P5","normal","defect"
1172444,"Firefox","Search","nobody","NEW"," ---","Update searchbar entries from the current search result page"," ---","P5","N/A","enhancement"
1172499,"Firefox","Preferences","nobody","NEW"," ---","Remove preferences for OCSP from about:preferences"," ---","P5","normal","defect"
1175552,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Add a clock widget to the toolbar that is visible when in fullscreen"," ---","P5","normal","defect"
1175553,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Add a wifi widget to the toolbar that is visible when in fullscreen"," ---","P5","normal","defect"
1175796,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Add a system volume widget to the toolbar when the browser is in fullscreen mode"," ---","P5","normal","defect"
1175802,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Add a battery widget to the toolbar that is visible when the browser is in fullscreen"," ---","P5","normal","defect"
1177860,"Firefox","Address Bar","nobody","NEW"," ---","Location bar should autocomplete file:// URIs"," ---","P5","S4","enhancement"
1182592,"Firefox","Site Identity","nobody","NEW"," ---","[Control Center] After clicking into & out of subpanel, the rightarrow button is left with a dotted focus outline"," ---","P5","normal","defect"
1184102,"Firefox","Private Browsing","nobody","NEW"," ---","Intermittent e10s browser_privatebrowsing_certexceptionsui.js | Test timed out - expected PASS"," ---","P5","normal","defect"
1186281,"Firefox","New Tab Page","nobody","NEW"," ---","Missing max width for search suggestions on about:home and about:newtab"," ---","P5","normal","defect"
1190098,"Firefox","General","nobody","NEW"," ---","Zoom level not follow clicking view of viewing image"," ---","P5","normal","defect"
1194846,"Firefox","Toolbars and Customization","nobody","NEW"," ---","Tooltip remains even after taking mouse off any icon while entering customize mode"," ---","P5","normal","defect"
1196874,"Firefox","Address Bar","nobody","NEW"," ---","Improve addressbar suggestions for protocols (AND provide a way for add-on devs to register protocols ""properly"")"," ---","P5","S4","enhancement"
1204242,"Firefox","Search","nobody","NEW"," ---","There's no way to determine whether I should press Ctrl+Up or Ctrl+Down to set the desired search engine as default one"," ---","P5","N/A","defect"
1204786,"Firefox","Tabbed Browser","nobody","NEW"," ---","Intermittent e10s browser_bug555767.js | Test timed out | A promise chain failed to handle a rejection: -  Error: Timed out while waiting for a 'load'' event | Found a tab"," ---","P5","normal","defect"
1205066,"Firefox","Shell Integration","nobody","NEW"," ---","nsMacShellService::SetDefaultBrowser throws"," ---","P5","normal","defect"
1205612,"Firefox","Sync","nobody","NEW"," ---","“Restart” and “Undo” buttons are displayed for a fraction of a second when a persona is enabled"," ---","P5","normal","defect"
1206968,"Firefox","Search","nobody","NEW"," ---","One-click search button right-click menu: ""search in new tab"" logic should be inverted if browser.search.openintab is true"," ---","P5","S4","defect"
1208798,"Firefox","File Handling","nobody","NEW"," ---","Alt-click ignores server-provided filename with non-default ""browser.altClickSave"" value"," ---","P5","normal","defect"
1210318,"Firefox","Site Identity","nobody","NEW"," ---","[Control Center] Tracking protection text is cut off when exiting full screen"," ---","P5","normal","defect"
1211086,"Firefox","Tabbed Browser","nobody","NEW"," ---","Intermittent e10s browser_pinnedTabs.js | Found an unexpected tab at the end of test run: about:blank"," ---","P5","normal","defect"
1211087,"Firefox","Tabbed Browser","nobody","NEW"," ---","Intermittent e10s browser_visibleTabs_contextMenu.js | Found an unexpected tab at the end of test run: about:blank"," ---","P5","normal","defect"
1211088,"Firefox","Tabbed Browser","nobody","NEW"," ---","Intermittent e10s browser_visibleTabs_tabPreview.js | Found an unexpected tab at the end of test run: about:blank"," ---","P5","normal","defect"
1211557,"Firefox","Session Restore","nobody","NEW"," ---","Intermittent e10s browser_privatetabs.js | Found an unexpected tab at the end of test run: http://example.com/public/0.11649687071915171 -"," ---","P5","normal","defect"
1215714,"Firefox","Sync","nobody","NEW"," ---","Use Session Data for Sync Tabs"," ---","P5","normal","enhancement"
1215870,"Firefox","Bookmarks & History","nobody","NEW"," ---","Opening the context menu on a bookmark does not cause the link on the bottom to vanish"," ---","P5","normal","defect"
1217824,"Firefox","Bookmarks & History","nobody","NEW"," ---","Broken folder tree in edit this bookmark menu"," ---","P5","normal","defect"
1219638,"Firefox","Theme","nobody","NEW"," ---","[e10s] Tab separator flashes when opening a new tab"," ---","P5","normal","defect"
1221354,"Firefox","Address Bar","nobody","NEW"," ---","Address Bar panel not closed in case of navigation in edit mode"," ---","P5","normal","defect"
1223712,"Firefox","Address Bar","nobody","NEW"," ---","Cannot search tabs by title after history is cleared (title and favicon lost)"," ---","P5","normal","defect"
1225613,"Firefox","General","nobody","NEW"," ---","launching url from native applications should focus tab if already loaded instead of opening duplicate tabs"," ---","P5","normal","defect"
1227602,"Firefox","Tabbed Browser","nobody","NEW"," ---","Ensure the <xul:browser> is being displayed before attempting to flip remoteness to true"," ---","P5","normal","defect"
1228775,"Firefox","Tabbed Browser","nobody","NEW"," ---","Tab overflow widget remains enabled inappropriately"," ---","P5","minor","defect"
